transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
15686,80,139,2017-08-08,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
15688,81,1897,2017-08-08,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
15988,41,2868,2017-08-08,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
16465,16,926,2017-08-08,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16499,85,268,2017-08-08,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
17078,50,620,2017-08-08,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
17200,89,3303,2017-08-08,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
17467,93,143,2017-08-08,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
18265,0,76,2017-08-08,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
18297,97,2999,2017-08-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96
18477,73,1396,2017-08-08,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
19166,68,97,2017-08-08,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
495,21,479,2017-08-09,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74
900,77,2567,2017-08-09,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
1124,36,1930,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51
1164,54,1676,2017-08-09,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
1647,3,794,2017-08-09,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
1913,1,2803,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
1933,89,119,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
2105,17,2304,2017-08-09,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8
3433,45,378,2017-08-09,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99
3634,6,784,2017-08-09,1.0,Approved,Solex,Standard,high,medium,748.17,448.9
4537,89,1637,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
5549,84,3188,2017-08-09,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
5667,30,875,2017-08-09,0.0,Approved,Solex,Standard,high,medium,748.17,448.9
6612,1,179,2017-08-09,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
7353,53,3338,2017-08-09,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
7614,7,774,2017-08-09,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
7705,1,2438,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
7757,1,2255,2017-08-09,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
7789,0,2288,2017-08-09,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21
7967,64,1437,2017-08-09,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
8045,36,1738,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51
8179,2,499,2017-08-09,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
8740,23,3122,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
9533,10,2154,2017-08-09,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
9779,72,1702,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
10100,83,2425,2017-08-09,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03
10291,36,1942,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51
10632,0,686,2017-08-09,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
10692,94,2716,2017-08-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
11328,34,3072,2017-08-09,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72
11751,28,27,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
12809,0,2647,2017-08-09,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
12903,95,2658,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
14661,5,598,2017-08-09,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
14768,60,382,2017-08-09,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
14899,69,10,2017-08-09,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
15735,7,1029,2017-08-09,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
15865,46,2343,2017-08-09,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
16089,37,2637,2017-08-09,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
16122,83,1494,2017-08-09,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03
16193,0,2926,2017-08-09,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72
16389,99,1141,2017-08-09,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
16790,89,1554,2017-08-09,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
17177,43,1436,2017-08-09,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
17395,91,3063,2017-08-09,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26
18450,42,1950,2017-08-09,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9
18451,14,2268,2017-08-09,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
18626,90,3196,2017-08-09,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
19108,78,1218,2017-08-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
19308,24,2391,2017-08-09,0.0,Approved,Solex,Road,medium,large,1777.8,820.78
19552,64,844,2017-08-09,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
19610,84,658,2017-08-09,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
19788,92,2474,2017-08-09,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
9,67,1305,2017-08-10,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74
475,16,2724,2017-08-10,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1202,70,72,2017-08-10,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
1754,31,2923,2017-08-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
2059,25,1611,2017-08-10,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
2211,9,2107,2017-08-10,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
2939,59,2455,2017-08-10,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58
3143,19,479,2017-08-10,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21
4173,37,987,2017-08-10,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
4449,40,462,2017-08-10,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
4620,53,2815,2017-08-10,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
4945,78,2043,2017-08-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
5153,11,1518,2017-08-10,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
5973,88,2638,2017-08-10,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
6758,0,1480,2017-08-10,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
7278,91,1378,2017-08-10,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26
7309,45,1353,2017-08-10,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99
7324,91,138,2017-08-10,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26
8115,44,1629,2017-08-10,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
8513,64,1237,2017-08-10,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
8764,28,243,2017-08-10,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13
8826,47,514,2017-08-10,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
9379,26,3306,2017-08-10,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
9619,65,3059,2017-08-10,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
9672,43,2914,2017-08-10,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
9879,40,2141,2017-08-10,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
9991,96,851,2017-08-10,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77
10715,5,1385,2017-08-10,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
10831,31,135,2017-08-10,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
11449,19,2095,2017-08-10,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21
12411,2,2638,2017-08-10,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
12460,60,3266,2017-08-10,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
15835,76,1793,2017-08-10,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85
17122,63,374,2017-08-10,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59
17297,51,3294,2017-08-10,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
17620,98,1976,2017-08-10,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
17825,0,714,2017-08-10,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
17873,0,2347,2017-08-10,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
17992,25,807,2017-08-10,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
18142,6,2194,2017-08-10,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
18878,26,1754,2017-08-10,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
19380,61,2823,2017-08-10,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
19687,65,2101,2017-08-10,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
19849,87,883,2017-08-10,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
329,79,1627,2017-08-11,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
348,40,940,2017-08-11,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
755,53,229,2017-08-11,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
1508,82,3290,2017-08-11,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
1641,69,98,2017-08-11,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
2320,15,2353,2017-08-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
2395,90,810,2017-08-11,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
3293,69,3200,2017-08-11,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
4307,93,559,2017-08-11,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
4474,66,1533,2017-08-11,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33
4529,74,3103,2017-08-11,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
4766,92,1808,2017-08-11,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
4851,94,2747,2017-08-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
4957,71,3285,2017-08-11,1.0,Cancelled,Solex,Standard,high,large,1842.92,1105.75
6027,13,1267,2017-08-11,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27
6031,91,3377,2017-08-11,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26
6587,16,2009,2017-08-11,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7146,24,150,2017-08-11,0.0,Approved,Solex,Road,medium,large,1777.8,820.78
7738,0,714,2017-08-11,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26
7862,64,1982,2017-08-11,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
8134,2,525,2017-08-11,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
8847,97,2821,2017-08-11,0.0,Approved,Solex,Standard,medium,large,202.62,151.96
9263,62,248,2017-08-11,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72
9277,81,2585,2017-08-11,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
9407,37,1298,2017-08-11,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
9888,87,2238,2017-08-11,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
10063,58,53,2017-08-11,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
10630,72,357,2017-08-11,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
10912,55,2711,2017-08-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
11355,81,423,2017-08-11,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
11634,61,648,2017-08-11,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
12190,0,1553,2017-08-11,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
12583,39,2201,2017-08-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
13267,3,2308,2017-08-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
13615,54,1940,2017-08-11,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
13673,66,2301,2017-08-11,0.0,Cancelled,Giant Bicycles,Road,low,small,590.26,525.33
13835,85,626,2017-08-11,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
14342,27,1959,2017-08-11,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
15479,66,3286,2017-08-11,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33
15789,15,1878,2017-08-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
15996,22,232,2017-08-11,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
16699,87,1192,2017-08-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
17199,45,8,2017-08-11,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99
17286,39,2948,2017-08-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
17304,52,3322,2017-08-11,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
19236,79,1477,2017-08-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
19417,14,338,2017-08-11,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
231,46,37,2017-08-12,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
617,12,3285,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
624,0,1600,2017-08-12,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
1773,99,2019,2017-08-12,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
2058,66,1078,2017-08-12,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33
2656,41,2826,2017-08-12,0.0,Approved,Solex,Road,medium,medium,416.98,312.74
2797,72,848,2017-08-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
2887,0,2770,2017-08-12,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
3775,30,3325,2017-08-12,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
3893,38,2627,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51
4323,0,894,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
4368,45,2508,2017-08-12,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99
4463,81,1363,2017-08-12,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
4568,2,304,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
4610,36,1992,2017-08-12,0.0,Approved,Solex,Standard,low,medium,945.04,507.58
6055,80,602,2017-08-12,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
6059,81,1970,2017-08-12,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
6361,17,3114,2017-08-12,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8
6533,2,2532,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
6677,62,1979,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72
6986,0,298,2017-08-12,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
7620,29,1811,2017-08-12,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
8120,58,1354,2017-08-12,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
8766,77,1953,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
9127,0,1826,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
10032,15,688,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
10559,12,3227,2017-08-12,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
10580,69,2022,2017-08-12,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
10828,86,2071,2017-08-12,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
11553,52,3176,2017-08-12,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
12725,2,378,2017-08-12,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
12788,37,799,2017-08-12,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
12839,93,397,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
12988,40,2492,2017-08-12,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
14323,54,1292,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
14805,67,1314,2017-08-12,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
15001,8,1547,2017-08-12,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13
15332,4,2883,2017-08-12,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
15924,4,469,2017-08-12,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59
17315,50,1673,2017-08-12,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
17330,33,1027,2017-08-12,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
17725,86,2607,2017-08-12,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
17747,1,3051,2017-08-12,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
18271,60,328,2017-08-12,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
18964,28,2793,2017-08-12,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
18991,49,2189,2017-08-12,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58
19756,2,1430,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
19833,87,849,2017-08-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
267,69,3436,2017-08-13,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
597,12,345,2017-08-13,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
699,60,1535,2017-08-13,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
2882,79,1711,2017-08-13,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03
3234,12,1552,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
3249,25,695,2017-08-13,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
3511,62,1093,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72
3655,21,3355,2017-08-13,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74
3687,3,3378,2017-08-13,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
4512,66,934,2017-08-13,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33
4729,50,3297,2017-08-13,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
5395,53,593,2017-08-13,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6451,35,1106,2017-08-13,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4
6466,10,428,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
7027,10,1138,2017-08-13,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
7424,0,1907,2017-08-13,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21
7872,50,3256,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
8044,28,1261,2017-08-13,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
8118,28,2689,2017-08-13,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
8321,87,2428,2017-08-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
9272,89,2221,2017-08-13,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
9325,60,1635,2017-08-13,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
9500,19,295,2017-08-13,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21
9714,42,1064,2017-08-13,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9
9816,13,38,2017-08-13,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27
9856,40,487,2017-08-13,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
9858,36,1139,2017-08-13,0.0,Approved,Solex,Standard,low,medium,945.04,507.58
9892,28,2740,2017-08-13,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
10079,51,2808,2017-08-13,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
10151,62,2202,2017-08-13,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72
11689,55,1400,2017-08-13,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
12722,7,2153,2017-08-13,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
13659,56,2361,2017-08-13,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
13983,78,1689,2017-08-13,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
14047,3,1568,2017-08-13,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
14229,54,3376,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
14340,29,938,2017-08-13,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
14426,12,3012,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
14493,83,2408,2017-08-13,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03
14715,23,2353,2017-08-13,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
14835,37,773,2017-08-13,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
14864,16,2312,2017-08-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
15377,13,900,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27
15422,99,2043,2017-08-13,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
15967,98,2852,2017-08-13,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
15970,17,1172,2017-08-13,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8
16203,92,2420,2017-08-13,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
16868,83,1053,2017-08-13,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03
16921,46,796,2017-08-13,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51
17230,45,1878,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99
17324,71,3387,2017-08-13,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75
18005,33,1872,2017-08-13,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
18476,2,1200,2017-08-13,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33
18901,86,2407,2017-08-13,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72
19273,23,2738,2017-08-13,1.0,Cancelled,Norco Bicycles,Mountain,low,small,688.63,612.88
19696,61,1065,2017-08-13,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
19877,0,428,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
363,73,62,2017-08-14,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
587,82,1320,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
889,87,3326,2017-08-14,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
957,12,2118,2017-08-14,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
1231,10,1398,2017-08-14,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
1793,1,2020,2017-08-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
1851,14,1689,2017-08-14,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
2073,88,1732,2017-08-14,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
2313,79,1991,2017-08-14,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
2588,58,392,2017-08-14,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
2754,33,1061,2017-08-14,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
3374,35,3441,2017-08-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
3410,24,556,2017-08-14,0.0,Approved,Solex,Road,medium,large,1777.8,820.78
3418,24,1376,2017-08-14,1.0,Approved,Solex,Road,medium,large,1777.8,820.78
4438,18,2253,2017-08-14,1.0,Cancelled,Solex,Standard,medium,medium,575.27,431.45
4540,45,1994,2017-08-14,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
4750,74,2956,2017-08-14,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
4869,74,2200,2017-08-14,0.0,Cancelled,WeareA2B,Standard,medium,medium,1228.07,400.91
5408,36,506,2017-08-14,0.0,Approved,Solex,Standard,low,medium,945.04,507.58
5709,0,1833,2017-08-14,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
5908,71,1047,2017-08-14,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75
5947,63,1543,2017-08-14,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
6624,50,55,2017-08-14,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6799,83,287,2017-08-14,1.0,Cancelled,Solex,Touring,medium,large,2083.94,675.03
6941,60,1876,2017-08-14,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
7488,98,777,2017-08-14,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
8309,58,2522,2017-08-14,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
8487,46,431,2017-08-14,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51
8735,25,32,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
8837,86,2025,2017-08-14,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
